time,side,qty,price
0.0,buy_passive,1.0,585.74
1.0,buy_passive,1.0,585.47
2.0,buy_passive,1.0,585.47
3.0,buy_passive,1.0,585.45
4.0,buy_passive,1.0,585.5
5.0,buy_passive,1.0,585.48
6.0,buy_passive,1.0,585.48
7.0,buy_passive,1.0,585.48
8.0,buy_passive,1.0,585.49
9.0,buy_passive,1.0,585.44
10.0,buy_passive,1.0,585.44
11.0,buy_passive,1.0,585.36
12.0,buy_passive,1.0,585.3
13.0,buy_passive,1.0,585.3
14.0,buy_passive,1.0,585.3
15.0,buy_passive,1.0,585.36
16.0,buy_passive,1.0,585.37
17.0,buy_passive,1.0,585.36
